job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
1483,Fry Inc,E-commerce,Data Analyst,"Power BI, CUDA, Excel",Senior,Contract,"North Melanie, SG",49176-116584,19-07-2025,Startup,"BigQuery, MLflow"
1484,Myers PLC,Finance,NLP Engineer,"Power BI, TensorFlow, NumPy, MLflow",Mid,Remote,"West Denise, SZ",40845-77525,17-02-2025,Startup,FastAPI
1485,Rosales Ltd,Education,Quant Researcher,"PyTorch, GCP, Reinforcement Learning, TensorFlow, FastAPI",Mid,Remote,"Mitchellview, CO",105204-144217,29-10-2023,Mid,"KDB+, Scikit-learn, PyTorch"
1486,"Wilkerson, Chase and Rivera",Tech,Data Scientist,"AWS, R, FastAPI, Python, MLflow",Mid,Remote,"Torresport, IL",108521-197495,19-11-2023,Mid,TensorFlow
1487,Clark Ltd,Healthcare,AI Product Manager,"R, GCP, Power BI, Python, Pandas",Mid,Internship,"North Cassandraville, SI",43865-142219,10-09-2025,Startup,"LangChain, MLflow, TensorFlow"
1488,Holt-Wells,Automotive,Computer Vision Engineer,"Reinforcement Learning, C++, Pandas, Keras, NumPy",Senior,Contract,"Bryanshire, JM",133579-222158,12-12-2024,Startup,"MLflow, Scikit-learn"
1489,Larson Ltd,Tech,ML Engineer,"FastAPI, Keras, C++, LangChain, SQL, AWS",Mid,Full-time,"Carterton, BN",46712-73011,27-07-2024,Mid,"PyTorch, LangChain"
1490,Ray-Edwards,Automotive,AI Researcher,"Python, Hugging Face, Flask, Excel",Entry,Full-time,"Port Krista, BZ",84284-167397,08-11-2023,Mid,"MLflow, LangChain, FastAPI"
1491,"Roth, Johnson and Cummings",Healthcare,NLP Engineer,"Pandas, Python, C++",Senior,Full-time,"Brianfurt, RO",135833-197643,12-02-2025,Large,"FastAPI, MLflow, LangChain"
1492,Powell-Parker,Automotive,Computer Vision Engineer,"MLflow, Scikit-learn, TensorFlow, Azure, SQL, R",Entry,Full-time,"West Jeffreyburgh, CR",141467-155307,03-11-2024,Startup,BigQuery
1493,Montoya Inc,Finance,Computer Vision Engineer,"Azure, R, Pandas, MLflow, TensorFlow, Keras",Mid,Remote,"Simmonsfurt, GT",123819-202854,28-09-2024,Mid,"LangChain, TensorFlow"
1494,"Allen, Hernandez and Salazar",Finance,Data Analyst,"Reinforcement Learning, Power BI, C++, AWS",Entry,Full-time,"East Anthony, HU",98582-135739,05-07-2025,Large,TensorFlow
1495,Miller-Salazar,Healthcare,AI Researcher,"Excel, TensorFlow, Hugging Face, MLflow, SQL",Entry,Full-time,"Mccoyfort, BB",92626-143007,13-11-2023,Mid,"FastAPI, TensorFlow, BigQuery"
1496,"Klein, Brown and Wallace",Healthcare,AI Product Manager,"Hugging Face, LangChain, Azure, AWS, SQL",Senior,Contract,"Markside, UY",108432-195288,09-09-2024,Large,"FastAPI, PyTorch, KDB+"
1497,"Kim, Farrell and Tucker",E-commerce,AI Product Manager,"C++, Scikit-learn, FastAPI",Entry,Remote,"New Julie, KZ",121907-204567,04-07-2024,Large,TensorFlow
1498,Mckee-Brown,Finance,NLP Engineer,"FastAPI, Reinforcement Learning, PyTorch, C++, Keras",Entry,Contract,"Zacharyside, HR",85589-148109,23-12-2024,Mid,FastAPI
1499,"Campbell, Winters and Glover",Tech,NLP Engineer,"CUDA, Pandas, AWS, LangChain",Senior,Contract,"Haroldside, SN",139437-239385,07-06-2025,Large,"TensorFlow, KDB+"
1500,Hart LLC,E-commerce,Quant Researcher,"LangChain, AWS, MLflow, SQL, Hugging Face, Power BI",Senior,Internship,"Lake Grace, ID",90279-128707,22-02-2024,Startup,Scikit-learn
1501,Burns-Guzman,Tech,Quant Researcher,"Flask, LangChain, C++",Entry,Internship,"South Stacymouth, KP",71813-105633,27-01-2024,Large,TensorFlow
1502,"Craig, Ortiz and Gross",Finance,Computer Vision Engineer,"Azure, Hugging Face, TensorFlow, NumPy, PyTorch",Senior,Internship,"Garyfurt, PK",55539-114892,28-08-2025,Large,"Scikit-learn, BigQuery, KDB+"
1503,Mccormick Group,E-commerce,AI Researcher,"R, Reinforcement Learning, LangChain, Hugging Face, CUDA, Flask",Entry,Remote,"Julieton, NL",145430-192975,21-11-2024,Large,KDB+
1504,Ortiz and Sons,Education,AI Product Manager,"CUDA, FastAPI, Power BI, Flask, SQL",Senior,Internship,"East Nancy, PG",47867-139682,22-07-2025,Mid,"PyTorch, MLflow"
1505,"Guzman, Peterson and Perry",Tech,Computer Vision Engineer,"GCP, CUDA, R",Mid,Full-time,"North Mikayla, BZ",64749-164044,26-06-2025,Large,TensorFlow
1506,Vazquez-Davis,Tech,AI Product Manager,"Flask, Hugging Face, Keras, Excel, Scikit-learn",Mid,Remote,"North Emilyton, PT",72744-151257,28-02-2024,Startup,"LangChain, TensorFlow, FastAPI"
1507,Gross PLC,E-commerce,Computer Vision Engineer,"CUDA, Excel, Keras, C++, PyTorch, GCP",Mid,Remote,"Billyton, LS",102252-156748,15-11-2024,Large,PyTorch
1508,Lee-Johnson,Retail,AI Product Manager,"GCP, C++, MLflow, PyTorch, Scikit-learn, FastAPI",Entry,Internship,"Rachelside, MM",75063-90302,10-03-2024,Startup,"TensorFlow, KDB+"
1509,Kelly Group,Education,Data Analyst,"Pandas, LangChain, Excel, Power BI, Keras",Entry,Full-time,"East Robertmouth, SO",49065-72252,08-06-2025,Mid,Scikit-learn
1510,Johnson-Guzman,Automotive,NLP Engineer,"Power BI, Reinforcement Learning, LangChain, SQL, Excel, Scikit-learn",Entry,Contract,"Elizabethbury, VE",138980-186003,17-12-2024,Startup,"TensorFlow, PyTorch, MLflow"
1511,Schneider-Barnett,Finance,AI Researcher,"TensorFlow, CUDA, Reinforcement Learning, GCP, Excel",Entry,Internship,"Jenniferfurt, SN",116702-165765,24-10-2024,Mid,PyTorch
1512,"Evans, Le and Gomez",Education,NLP Engineer,"Keras, NumPy, Reinforcement Learning, Azure, GCP, Power BI",Senior,Full-time,"Phyllisburgh, BS",49864-72810,21-03-2024,Startup,BigQuery
1513,Wade PLC,Tech,AI Researcher,"Power BI, Keras, GCP, FastAPI",Mid,Remote,"Greenmouth, VC",105130-146172,08-12-2023,Large,TensorFlow
1514,Figueroa LLC,Healthcare,Data Analyst,"MLflow, FastAPI, Azure, Keras, Pandas, CUDA",Entry,Full-time,"East Nathan, MV",74633-121776,29-12-2024,Startup,Scikit-learn
1515,Marshall LLC,Healthcare,Quant Researcher,"MLflow, TensorFlow, CUDA, GCP",Senior,Remote,"Peterville, SM",56993-155521,13-07-2025,Large,"BigQuery, MLflow, KDB+"
1516,"Browning, Sanchez and Elliott",Automotive,Computer Vision Engineer,"Python, Pandas, LangChain, PyTorch, Hugging Face",Entry,Full-time,"Spearshaven, RU",46611-66817,20-12-2023,Large,"PyTorch, MLflow, Scikit-learn"
1517,"Thompson, Baker and Ortega",Finance,Data Scientist,"Reinforcement Learning, Pandas, Flask",Senior,Internship,"Parkerfort, IT",46024-113373,25-10-2024,Mid,"PyTorch, FastAPI, TensorFlow"
1518,"Bailey, Wilson and Fry",Retail,Computer Vision Engineer,"LangChain, Azure, GCP, Python, R, C++",Senior,Internship,"South Michael, KM",41220-94501,29-12-2023,Startup,"KDB+, MLflow, Scikit-learn"
1519,"Gallagher, Montes and Rowe",Tech,Data Scientist,"AWS, Flask, Reinforcement Learning, LangChain, R",Senior,Internship,"New Brian, KH",140240-228848,08-01-2024,Mid,"FastAPI, TensorFlow, MLflow"
1520,"Chan, Miller and Meyer",E-commerce,AI Product Manager,"Pandas, Reinforcement Learning, NumPy, TensorFlow, Keras, CUDA",Mid,Contract,"Lake Michele, AU",136191-223887,06-12-2024,Mid,"FastAPI, TensorFlow"
1521,Boyd PLC,Finance,ML Engineer,"Keras, Scikit-learn, FastAPI, Azure, GCP, CUDA",Mid,Internship,"Johnsonport, BT",103253-177379,12-07-2025,Large,"TensorFlow, LangChain, BigQuery"
1522,Evans Group,Retail,NLP Engineer,"GCP, Keras, Flask, LangChain, TensorFlow, Python",Entry,Full-time,"South Jonathanhaven, PL",132044-204939,07-10-2024,Mid,BigQuery
1523,Martin-Torres,Tech,AI Researcher,"Python, Azure, Power BI, Pandas, C++, FastAPI",Mid,Internship,"Michaelport, KW",50076-116015,27-11-2024,Startup,"Scikit-learn, MLflow"
1524,"Gross, Rivera and Gutierrez",Automotive,Data Scientist,"LangChain, NumPy, Pandas, Azure, Scikit-learn, Hugging Face",Entry,Remote,"Olivermouth, NG",92423-112166,21-01-2024,Startup,KDB+
1525,Holland LLC,Retail,NLP Engineer,"Scikit-learn, MLflow, AWS",Entry,Internship,"Stewartborough, LV",141773-190766,03-10-2023,Mid,"Scikit-learn, MLflow"
1526,"Novak, Clark and Sullivan",E-commerce,NLP Engineer,"FastAPI, LangChain, R",Mid,Remote,"Robinview, NZ",57442-108303,29-09-2024,Mid,"FastAPI, KDB+, BigQuery"
1527,Hall PLC,Tech,Quant Researcher,"Flask, Pandas, Reinforcement Learning, Scikit-learn, NumPy",Entry,Internship,"Ryanshire, TL",125288-172272,21-10-2023,Startup,"FastAPI, KDB+"
1528,Gamble-Cardenas,E-commerce,Quant Researcher,"R, Flask, Power BI",Entry,Contract,"Kristenside, ZM",109244-192898,30-09-2024,Large,TensorFlow
1529,"Sutton, Mcdonald and Vang",Automotive,AI Product Manager,"PyTorch, Hugging Face, SQL, MLflow, R, Python",Senior,Full-time,"Jessicafort, MR",89405-129344,10-03-2024,Large,"KDB+, LangChain"
1530,Foster and Sons,Tech,Computer Vision Engineer,"GCP, Flask, PyTorch, AWS, Excel, Keras",Mid,Internship,"Katelynstad, JM",125228-201338,04-04-2024,Mid,"KDB+, FastAPI, MLflow"
1531,Myers Group,E-commerce,AI Product Manager,"FastAPI, Reinforcement Learning, AWS",Mid,Contract,"Williamburgh, KI",119543-164615,15-12-2023,Mid,"BigQuery, MLflow, KDB+"
1532,Davis-French,Automotive,Computer Vision Engineer,"AWS, Excel, Flask, PyTorch",Senior,Internship,"New Miranda, YE",69269-155758,18-05-2025,Large,"LangChain, FastAPI"
1533,"Rivera, Kennedy and Smith",Retail,AI Product Manager,"PyTorch, GCP, Excel, Flask",Entry,Full-time,"East Debraport, GT",75472-162820,24-06-2025,Large,"FastAPI, MLflow, PyTorch"
1534,"Romero, Clark and Williams",Retail,Data Scientist,"GCP, Reinforcement Learning, AWS",Senior,Full-time,"East Josephland, KM",120392-155826,23-06-2025,Startup,"TensorFlow, PyTorch"
1535,Wong-Miller,Tech,ML Engineer,"Flask, NumPy, Scikit-learn",Entry,Full-time,"Lake Joseph, DO",83724-177161,09-05-2024,Large,LangChain
1536,"Franco, Green and Green",Finance,ML Engineer,"MLflow, GCP, Python, R, TensorFlow",Senior,Internship,"Michelleborough, AT",43526-94615,25-01-2024,Mid,MLflow
1537,Gould Inc,Automotive,Computer Vision Engineer,"Azure, CUDA, LangChain, Hugging Face",Mid,Contract,"North Amber, CH",69190-92823,05-01-2024,Large,Scikit-learn
1538,"Page, Garrett and Little",Tech,Computer Vision Engineer,"Keras, Pandas, CUDA",Entry,Full-time,"South Kelly, ZA",142140-185091,25-08-2025,Mid,"LangChain, PyTorch, KDB+"
1539,Moore LLC,Finance,Data Scientist,"Reinforcement Learning, Power BI, Hugging Face, CUDA, Pandas",Senior,Internship,"West Gregory, MC",137496-177845,29-11-2023,Large,"TensorFlow, BigQuery, Scikit-learn"
1540,Schaefer-Mcbride,Automotive,Data Scientist,"AWS, MLflow, Hugging Face, Flask",Mid,Contract,"South Kurtberg, VC",102029-128204,19-03-2024,Mid,BigQuery
1541,Wallace and Sons,Automotive,Computer Vision Engineer,"NumPy, R, Pandas",Entry,Internship,"Meganmouth, SA",124300-220342,17-10-2023,Mid,"MLflow, KDB+"
1542,"Le, Morris and Hernandez",Retail,Data Scientist,"TensorFlow, Azure, C++, Scikit-learn, Python, Flask",Entry,Full-time,"Ralphbury, PA",149747-212159,06-10-2024,Startup,"Scikit-learn, FastAPI, BigQuery"
1543,"Johnson, Gomez and Neal",E-commerce,Data Scientist,"SQL, MLflow, LangChain",Senior,Remote,"East Elizabeth, TO",58550-113209,06-01-2025,Large,"FastAPI, Scikit-learn"
1544,Campbell-Yu,Healthcare,ML Engineer,"Keras, MLflow, Hugging Face, FastAPI, Azure",Mid,Contract,"New Nicholas, GN",136005-206557,16-01-2025,Large,KDB+
1545,"Martinez, Gonzalez and Rasmussen",Automotive,Data Analyst,"Excel, Azure, Hugging Face, FastAPI",Entry,Contract,"Gregorytown, QA",149181-225098,12-07-2024,Startup,TensorFlow
1546,"Gonzalez, Roth and Gilbert",Healthcare,Quant Researcher,"AWS, Keras, FastAPI",Entry,Remote,"Espinozaside, NG",133857-182147,24-06-2025,Large,LangChain
1547,"Brown, Morris and Young",Education,AI Researcher,"Power BI, Keras, Pandas, Excel, NumPy, PyTorch",Senior,Contract,"West Alicia, EC",117573-173851,24-05-2024,Large,"TensorFlow, Scikit-learn"
1548,Avila-Johnson,Healthcare,AI Researcher,"NumPy, Hugging Face, Keras, Azure",Senior,Internship,"Marshallfort, IT",85363-130119,11-07-2025,Startup,"BigQuery, TensorFlow"
1549,Lynch and Sons,E-commerce,Quant Researcher,"Scikit-learn, Pandas, Python, Keras",Mid,Remote,"Dennisland, BS",56646-83703,09-03-2025,Startup,"Scikit-learn, KDB+"
1550,Haynes-George,Education,Computer Vision Engineer,"Flask, GCP, FastAPI, Reinforcement Learning",Mid,Full-time,"Port Jeremiahshire, BT",102732-135345,16-10-2023,Mid,"Scikit-learn, KDB+, PyTorch"
1551,Fowler-Stewart,Finance,AI Researcher,"Hugging Face, PyTorch, Power BI, Pandas, Flask",Senior,Remote,"Taylorfort, KP",45791-105166,23-09-2024,Large,"MLflow, LangChain"
1552,"Powell, Ruiz and Smith",Finance,AI Product Manager,"CUDA, NumPy, TensorFlow, Keras",Senior,Full-time,"Adkinshaven, CZ",59099-87832,08-04-2025,Mid,"KDB+, MLflow"
1553,"Richardson, Rojas and Patton",Finance,Quant Researcher,"Python, R, TensorFlow, AWS, Hugging Face, GCP",Entry,Contract,"East Carolinehaven, IE",47248-70576,23-09-2023,Mid,"BigQuery, KDB+, MLflow"
1554,Patterson-Green,Finance,Computer Vision Engineer,"NumPy, TensorFlow, Reinforcement Learning, Keras",Entry,Full-time,"Mooreland, NZ",66493-158190,27-10-2024,Startup,"BigQuery, TensorFlow, PyTorch"
1555,Conner-Rivera,Retail,Data Analyst,"LangChain, Keras, SQL, NumPy, TensorFlow, Scikit-learn",Entry,Internship,"Lake Andrewchester, DJ",114601-211800,08-02-2025,Large,"MLflow, FastAPI"
1556,Johnson-Murphy,Education,Data Scientist,"R, FastAPI, NumPy, PyTorch, Excel",Entry,Full-time,"North Joshuahaven, DO",117083-171872,16-12-2024,Mid,KDB+
1557,"Freeman, Williams and Thomas",Finance,ML Engineer,"FastAPI, Azure, Pandas, Keras",Entry,Full-time,"Barajaston, DZ",109164-147105,19-01-2024,Large,"Scikit-learn, TensorFlow"
1558,Reilly PLC,Education,ML Engineer,"AWS, Azure, C++, NumPy",Senior,Internship,"Bennettfurt, IQ",140820-232170,19-09-2025,Startup,"Scikit-learn, BigQuery, LangChain"
1559,"Sosa, Whitney and Dickerson",Tech,AI Product Manager,"GCP, R, Flask, Azure, Pandas, FastAPI",Mid,Remote,"Williamshire, TJ",143360-229787,27-05-2025,Startup,PyTorch
1560,Johnson PLC,Education,NLP Engineer,"TensorFlow, GCP, Flask, Excel",Senior,Internship,"Jenniferburgh, SC",93833-129073,29-11-2024,Mid,"MLflow, PyTorch"
1561,Rosales-Peterson,Tech,ML Engineer,"TensorFlow, Flask, AWS, Python",Entry,Internship,"Gonzaleshaven, MR",52854-117986,26-09-2024,Large,TensorFlow
1562,"Salazar, Wiggins and Campbell",Healthcare,AI Product Manager,"Reinforcement Learning, C++, Keras",Senior,Remote,"North Alexandra, MZ",50279-67460,29-07-2025,Large,"BigQuery, MLflow, PyTorch"
1563,Torres PLC,Automotive,Data Scientist,"SQL, Hugging Face, CUDA, GCP, NumPy, C++",Senior,Full-time,"Rodriguezmouth, AE",50207-64822,04-06-2024,Mid,"PyTorch, Scikit-learn"
1564,"Zuniga, Coleman and Guzman",Finance,Computer Vision Engineer,"Python, TensorFlow, Azure, PyTorch, Power BI, Hugging Face",Entry,Contract,"South Jamesstad, GT",49814-62288,06-07-2025,Mid,"TensorFlow, KDB+"
1565,Oliver-Miller,E-commerce,AI Product Manager,"GCP, SQL, Flask, C++, Scikit-learn",Senior,Internship,"Sarahton, ER",111908-130116,11-06-2025,Mid,"BigQuery, FastAPI, Scikit-learn"
1566,"Mullins, Butler and Moses",Education,AI Researcher,"LangChain, Scikit-learn, Hugging Face",Senior,Remote,"South Jason, PG",109390-202587,12-06-2025,Large,FastAPI
1567,"Roberson, Dunlap and Todd",E-commerce,NLP Engineer,"FastAPI, SQL, GCP, Pandas, CUDA, Reinforcement Learning",Entry,Internship,"New Samanthaberg, BD",101444-169137,11-07-2024,Large,"FastAPI, Scikit-learn, KDB+"
1568,Hammond-Miles,Finance,Data Scientist,"MLflow, Python, AWS, NumPy, Flask, C++",Entry,Full-time,"Lake Brianna, ET",117133-215594,05-09-2025,Large,"FastAPI, PyTorch"
1569,"Walls, Young and Cook",E-commerce,Data Scientist,"Reinforcement Learning, Keras, MLflow, Flask, Pandas, AWS",Senior,Contract,"New Nicole, AZ",55477-100381,12-02-2024,Startup,MLflow
1570,Henderson-Douglas,Automotive,AI Product Manager,"C++, Scikit-learn, PyTorch, SQL, Reinforcement Learning, Hugging Face",Entry,Full-time,"Larsenport, FM",92033-164027,07-12-2024,Mid,KDB+
1571,Waters Group,Healthcare,AI Researcher,"Azure, CUDA, Excel",Senior,Full-time,"Lewiston, HN",97058-148912,18-12-2024,Large,KDB+
1572,"Evans, Keller and Macdonald",E-commerce,ML Engineer,"Excel, Flask, SQL, R",Senior,Internship,"Sanchezland, LI",70051-83613,01-11-2023,Large,MLflow
1573,"Smith, Smith and Calhoun",Healthcare,ML Engineer,"Keras, NumPy, Flask, Python",Mid,Full-time,"Jamesburgh, LS",125724-223370,07-04-2024,Startup,FastAPI
1574,Holmes Inc,Finance,AI Product Manager,"LangChain, NumPy, CUDA",Senior,Contract,"Bendershire, AG",131442-152901,22-04-2024,Startup,"BigQuery, KDB+"
1575,Gordon-Bradley,Education,Quant Researcher,"R, Excel, SQL, MLflow, PyTorch, CUDA",Senior,Remote,"Higginsview, NI",79312-97051,30-10-2023,Mid,Scikit-learn
1576,Garrison-Rosales,Healthcare,Quant Researcher,"GCP, Python, R",Mid,Remote,"New Henryshire, TZ",115682-141436,17-09-2024,Startup,LangChain
1577,Beasley LLC,Tech,Data Analyst,"GCP, PyTorch, Keras, Reinforcement Learning, C++",Mid,Contract,"Port Christinaburgh, TN",138711-221786,16-06-2024,Mid,"Scikit-learn, FastAPI"
1578,"Miller, Harris and Johnson",Retail,NLP Engineer,"FastAPI, Pandas, MLflow, R",Entry,Full-time,"Jessicaport, WS",46308-82147,27-07-2024,Mid,"MLflow, TensorFlow, PyTorch"
1579,"Miller, Hahn and Jackson",Finance,AI Researcher,"Reinforcement Learning, AWS, Azure",Mid,Remote,"Marquezchester, SL",46859-111642,16-03-2024,Mid,"LangChain, Scikit-learn"
1580,Smith-Mcintyre,Retail,ML Engineer,"AWS, Flask, Reinforcement Learning, Scikit-learn, Excel",Senior,Remote,"North Sheilaville, IN",135050-200313,25-06-2025,Startup,"MLflow, Scikit-learn, BigQuery"
1581,Martinez Inc,Healthcare,ML Engineer,"FastAPI, Pandas, MLflow",Mid,Full-time,"West Morgan, ST",106176-132983,16-05-2024,Mid,FastAPI
1582,Jones-Robertson,Education,Data Analyst,"FastAPI, Excel, Pandas",Entry,Remote,"Lake Charles, DM",61825-157940,03-01-2025,Mid,MLflow
1583,Schneider-Watson,Finance,Quant Researcher,"C++, Pandas, CUDA, Scikit-learn",Mid,Contract,"Rosston, PY",134559-195478,25-02-2025,Startup,"BigQuery, PyTorch, MLflow"
1584,"Thompson, Castillo and Farrell",Retail,AI Researcher,"Keras, Hugging Face, Power BI, C++, SQL, Python",Mid,Full-time,"North Jennifer, NA",79291-125380,25-07-2024,Startup,MLflow
1585,Acevedo Ltd,Retail,AI Product Manager,"TensorFlow, Pandas, Reinforcement Learning",Entry,Contract,"North Martin, AU",48218-71004,24-11-2024,Startup,"KDB+, PyTorch, FastAPI"
1586,"Flynn, Arellano and Porter",E-commerce,AI Product Manager,"Pandas, Reinforcement Learning, TensorFlow",Entry,Internship,"Reesebury, RO",42270-120885,22-08-2025,Mid,Scikit-learn
1587,Harper and Sons,Retail,Data Analyst,"Reinforcement Learning, Flask, Hugging Face",Mid,Full-time,"South Roystad, TR",106925-155924,15-12-2023,Startup,"FastAPI, MLflow, KDB+"
1588,Molina-Dixon,E-commerce,AI Product Manager,"AWS, SQL, Python, LangChain, Keras, Azure",Mid,Remote,"Lake Eric, CD",129266-186688,22-02-2024,Startup,"Scikit-learn, LangChain"
1589,"Baker, Smith and Phillips",Retail,AI Product Manager,"R, Excel, NumPy",Mid,Full-time,"Lake Christopher, LA",119647-168743,02-07-2024,Mid,"Scikit-learn, MLflow, PyTorch"
1590,"Robertson, Miller and Watson",E-commerce,Data Scientist,"AWS, Power BI, MLflow, C++",Senior,Full-time,"Cynthiamouth, NE",51216-149871,14-08-2024,Mid,MLflow
1591,"Bowman, Sutton and Richmond",Healthcare,AI Researcher,"Pandas, Azure, Hugging Face, Python",Senior,Internship,"Ericburgh, BR",143939-227202,07-10-2023,Mid,"MLflow, KDB+, FastAPI"
1592,Moore-Wood,Finance,Data Analyst,"SQL, FastAPI, Flask, Hugging Face",Entry,Full-time,"South Christopherchester, MG",99415-192561,28-11-2024,Large,"LangChain, BigQuery"
1593,"Lee, Mitchell and Neal",Education,ML Engineer,"Hugging Face, Azure, C++, Reinforcement Learning",Mid,Internship,"New Shane, MM",92763-144582,08-10-2024,Mid,"BigQuery, PyTorch, FastAPI"
1594,"Burton, Reynolds and Dougherty",Retail,Data Scientist,"Scikit-learn, C++, GCP, FastAPI",Senior,Contract,"East Monicastad, YE",87741-187018,26-05-2024,Startup,"TensorFlow, Scikit-learn, BigQuery"
1595,Kelly Ltd,Healthcare,Data Scientist,"C++, SQL, Reinforcement Learning, PyTorch",Entry,Full-time,"South Brett, ML",70119-104669,07-11-2024,Mid,"LangChain, Scikit-learn"
1596,"Thompson, Morris and Griffin",Education,Data Scientist,"AWS, SQL, Reinforcement Learning, Keras, Flask, C++",Mid,Internship,"Michaelside, TV",96233-154946,03-07-2025,Startup,Scikit-learn
1597,Carr Inc,Healthcare,Data Scientist,"SQL, R, MLflow, Flask, Reinforcement Learning, Python",Mid,Full-time,"Browntown, KR",84163-157649,08-05-2024,Large,"BigQuery, LangChain, KDB+"
1598,"Townsend, Strickland and Rodriguez",Automotive,AI Product Manager,"GCP, Azure, AWS, SQL, MLflow, CUDA",Mid,Internship,"East Michael, MD",108145-192990,30-06-2024,Startup,"TensorFlow, KDB+, FastAPI"
1599,Pineda Inc,E-commerce,Computer Vision Engineer,"Keras, GCP, CUDA, AWS, PyTorch",Mid,Full-time,"Lauriehaven, CV",108715-193682,22-08-2025,Large,BigQuery
1600,Hudson and Sons,E-commerce,AI Product Manager,"Python, AWS, PyTorch, NumPy",Senior,Full-time,"East Keithview, AR",147144-199817,09-03-2025,Large,MLflow
1601,Miller-Burton,Automotive,AI Product Manager,"PyTorch, GCP, Scikit-learn, LangChain, Reinforcement Learning, Keras",Entry,Remote,"West Kennethton, PA",145610-225001,17-08-2024,Startup,TensorFlow
1602,Murillo Inc,Healthcare,Computer Vision Engineer,"Azure, Hugging Face, Excel, Scikit-learn",Mid,Contract,"Jonesburgh, BH",60515-146870,04-02-2025,Mid,"PyTorch, FastAPI, TensorFlow"
1603,Alvarez-Butler,Tech,Data Analyst,"C++, CUDA, Scikit-learn, Keras",Entry,Internship,"North James, HT",120811-193549,18-08-2025,Mid,"KDB+, BigQuery"
1604,Glenn-Brady,Retail,Quant Researcher,"FastAPI, Scikit-learn, AWS, NumPy",Mid,Remote,"North Dakota, TW",61543-126761,27-07-2025,Startup,TensorFlow
1605,Bryant-Martin,Healthcare,ML Engineer,"Reinforcement Learning, Flask, NumPy, Keras",Entry,Internship,"East John, NR",147220-158056,17-10-2024,Startup,"MLflow, PyTorch, FastAPI"
1606,Bailey PLC,Retail,Data Analyst,"Hugging Face, Excel, SQL, LangChain",Mid,Contract,"Port Elizabeth, SY",63354-160413,27-11-2023,Startup,"KDB+, BigQuery"
1607,"Swanson, Young and Martin",Tech,Quant Researcher,"PyTorch, LangChain, FastAPI",Senior,Full-time,"East Alexis, LK",131169-174872,15-02-2024,Mid,KDB+
1608,Hancock-Wiggins,Healthcare,ML Engineer,"Scikit-learn, NumPy, Power BI, Azure, FastAPI, Reinforcement Learning",Senior,Full-time,"North Adamburgh, AO",41566-134888,03-08-2024,Startup,"FastAPI, LangChain, TensorFlow"
1609,Mcconnell Ltd,E-commerce,Quant Researcher,"Keras, GCP, PyTorch",Senior,Internship,"New Allisonshire, MN",118883-210460,08-02-2025,Startup,Scikit-learn
1610,Patton and Sons,Tech,ML Engineer,"Scikit-learn, MLflow, Python, R, Pandas, FastAPI",Senior,Internship,"Jacktown, TW",95354-126587,10-06-2025,Startup,MLflow
1611,Gray-Dixon,Healthcare,Computer Vision Engineer,"AWS, GCP, CUDA, MLflow",Senior,Full-time,"West Maria, ML",142291-215970,01-10-2023,Startup,"LangChain, KDB+, FastAPI"
1612,"Miller, Casey and Gray",Education,Computer Vision Engineer,"Scikit-learn, Excel, Power BI, Python",Entry,Remote,"South Michael, CD",40629-72042,23-05-2025,Mid,KDB+
1613,Andersen Inc,Tech,Data Scientist,"LangChain, Pandas, Reinforcement Learning, R, FastAPI",Mid,Remote,"Smithbury, BT",54969-146111,10-11-2023,Mid,"MLflow, KDB+, PyTorch"
1614,"Bernard, Henry and Zamora",Education,Quant Researcher,"PyTorch, Power BI, Pandas, Hugging Face",Mid,Internship,"Breannahaven, MA",108252-151627,21-08-2025,Startup,BigQuery
1615,Frost Ltd,Education,AI Researcher,"Hugging Face, SQL, LangChain, FastAPI, Flask",Senior,Remote,"Vazquezton, BH",70656-152148,23-04-2024,Startup,"MLflow, TensorFlow"
1616,Lewis Group,E-commerce,ML Engineer,"FastAPI, C++, MLflow",Senior,Contract,"Williamland, KN",73293-127143,09-05-2025,Startup,"FastAPI, TensorFlow"
1617,"Tucker, Strong and Bond",Retail,AI Researcher,"R, C++, Keras, Excel, Azure",Mid,Remote,"Wilsonmouth, PW",58659-98311,13-04-2024,Large,"MLflow, PyTorch, Scikit-learn"
1618,Livingston-Phillips,E-commerce,NLP Engineer,"PyTorch, SQL, Python",Entry,Remote,"Knightstad, BD",124301-140446,31-08-2024,Startup,"FastAPI, LangChain"
1619,Snyder Group,Retail,AI Product Manager,"TensorFlow, GCP, CUDA, R",Entry,Contract,"Jenniferburgh, AE",113791-138812,21-09-2023,Large,LangChain
1620,"Herman, Johnson and Barnes",Tech,Data Analyst,"SQL, CUDA, LangChain, Scikit-learn, Reinforcement Learning",Mid,Remote,"Maciasfort, LR",145000-223134,09-05-2025,Large,"KDB+, LangChain, BigQuery"
1621,Perez-Bailey,Education,AI Product Manager,"AWS, Power BI, FastAPI",Entry,Contract,"Santiagoshire, PH",90927-115940,04-12-2023,Mid,"MLflow, BigQuery"
1622,"Summers, Swanson and Brown",Tech,NLP Engineer,"Reinforcement Learning, SQL, C++, Pandas",Entry,Remote,"West Cynthiaburgh, AD",81624-95183,28-12-2023,Startup,"BigQuery, FastAPI, MLflow"
